sameAuthor,lengthdiff,stddevdiff,richnessdiff
1,31.426923076923078,15.525585722377208,0.005164736715428053
1,1.1972222222222229,0.27288127229947,0.0692245638802057
1,15.976923076923075,10.01348528907301,0.08760274566360104
1,4.697222222222223,5.72030454627464,0.07261552132701421
1,4.61831501831502,6.245501379082384,0.09480598927988804
1,3.280102040816324,4.078928118561345,0.07824344872748257
1,15.450000000000003,5.512100433304198,0.0927674823790291
1,3.5,5.99318581857411,0.003390957446808507
1,36.0452380952381,9.280084343294824,0.09997072599531609
1,4.477324263038547,3.806046846261875,0.009018884847276865
1,20.595238095238095,3.767983909990626,0.007203243616286992
1,7.977324263038547,9.799232664835985,0.005627927400468358
0,1.0019230769230738,2.4040609714108676,0.018172610810016754
0,2.1991452991452967,2.1311796991113976,0.08739717469022246
0,5.699145299145297,8.124365517685508,0.09078813213703096
0,2.27817896389325,1.6748671471504775,0.09641605953749932
0,30.425000000000004,13.12152475096634,0.023337347525444807
0,29.22777777777778,13.39440602326581,0.09256191140565051
0,25.72777777777778,7.4012202046917,0.09595286885245902
0,33.70510204081633,17.200452869527687,0.10158079625292737
0,14.975000000000001,7.609424317662143,0.06943013485358429
0,13.777777777777779,7.882305589961613,0.0002055709733785882
0,10.277777777777779,1.8891197713875023,0.0031853864734299187
0,18.255102040816325,11.688352436223488,0.008813313873898276
0,5.6202380952380935,3.8414404076715165,0.07663337846987128
0,6.817460317460316,4.1143216799709865,0.00740881458966558
0,10.317460317460316,1.8788641386031237,0.004017857142857073
0,2.3401360544217695,7.920368526232862,0.0016100702576112846
